speed,rpm,throttle,engine_load,maf,engine_temp,oil_pressure,battery_voltage,fuel_level,tp_fl,tp_fr,tp_rl,tp_rr,prediction,anomaly_score,is_anomaly
124.8,3751.0,60.6,78.3,56.5,90.6,43.4,13.92,84.9,32.1,31.6,32.3,31.9,-1,-0.6161589188653843,True
119.4,3775.0,58.2,78.3,52.3,90.8,42.7,13.97,85.1,32.2,31.6,31.7,32.0,-1,-0.6161576880122009,True
3.5,1022.0,2.8,12.2,6.4,88.9,42.1,13.97,85.1,32.3,31.7,32.3,31.7,-1,-0.6161419845703354,True
106.4,3511.0,48.7,70.3,49.0,90.4,42.3,13.9,85.1,31.6,31.8,31.7,32.4,-1,-0.6161332835952719,True
125.4,3460.0,50.8,72.9,50.5,90.8,42.1,13.99,84.9,31.7,31.6,32.2,31.6,-1,-0.6161208063854782,True
125.8,3546.0,55.5,76.8,53.3,91.3,41.6,13.98,85.1,32.4,31.9,32.0,31.9,-1,-0.616091501295173,True
123.5,3763.0,58.8,79.5,53.8,90.5,41.9,13.92,84.9,31.7,32.4,31.7,32.3,-1,-0.6160913431979994,True
127.5,3033.0,26.6,46.1,44.5,88.6,43.4,13.9,85.1,32.0,31.6,32.4,32.3,-1,-0.6160816170925564,True
125.5,3739.0,59.7,78.7,56.0,89.3,42.1,13.95,85.1,32.0,32.2,32.4,32.2,-1,-0.6160806431445246,True
5.5,1029.0,1.9,11.7,6.5,88.7,42.1,13.9,85.1,31.7,32.4,31.9,31.7,-1,-0.6160736260657294,True
6.0,1037.0,2.7,9.9,7.5,90.4,42.0,13.98,85.1,31.7,31.6,32.3,32.3,-1,-0.6159690519819566,True
7.1,1061.0,3.3,11.1,7.5,89.1,43.5,13.9,84.9,31.6,31.9,32.3,32.1,-1,-0.6159593059443934,True
120.5,3777.0,59.2,81.0,56.9,88.9,42.0,13.98,85.1,32.3,32.1,32.2,32.0,-1,-0.6158866580436206,True
124.0,3764.0,59.8,78.6,54.6,91.3,42.4,13.95,85.0,32.1,31.6,32.3,31.6,-1,-0.6157910269059069,True
10.6,1100.0,3.2,4.8,8.8,89.8,43.4,13.99,84.9,31.6,31.9,32.4,32.4,-1,-0.6157690650292318,True
126.7,3762.0,60.2,79.8,55.9,90.3,43.3,13.91,84.9,31.6,31.9,31.9,31.7,-1,-0.6157388887254401,True
2.5,1033.0,3.0,11.2,6.2,90.1,42.4,13.9,84.9,32.4,31.6,31.9,31.6,-1,-0.6157109840147417,True
118.9,3767.0,58.3,77.7,55.0,88.7,42.4,13.9,84.9,31.8,32.2,32.2,31.6,-1,-0.6155825042581885,True
10.4,1064.0,2.3,8.0,8.4,91.5,43.5,13.9,84.9,31.6,31.8,31.7,32.1,-1,-0.6155563471110541,True
4.8,1024.0,3.5,11.0,6.7,89.9,42.6,13.92,84.9,32.3,32.3,32.4,32.4,-1,-0.6155390638939938,True
115.7,3686.0,53.2,74.4,53.0,91.3,42.4,13.9,84.9,31.8,31.6,31.8,32.2,-1,-0.6155368942503716,True
8.4,1018.0,2.1,9.6,7.9,89.0,42.9,13.9,85.1,31.6,31.8,32.3,32.0,-1,-0.6155254055035689,True
6.0,1053.0,3.3,12.8,8.1,89.1,41.6,13.99,85.1,32.3,32.4,32.2,32.0,-1,-0.6155244704819309,True
0.2,1060.0,3.0,13.6,6.4,91.4,43.5,13.99,85.0,32.4,31.8,32.3,31.6,-1,-0.6154988336971053,True
113.8,3696.0,54.4,74.6,51.0,90.7,41.8,13.9,85.1,31.7,32.4,32.3,32.1,-1,-0.6154596589676214,True
125.1,3703.0,59.1,78.6,56.5,91.1,41.9,13.97,85.0,31.6,32.0,31.8,32.4,-1,-0.615291612698278,True
123.6,3743.0,59.9,79.7,57.0,90.8,41.8,13.91,85.1,32.2,32.1,31.8,31.7,-1,-0.6152317892445055,True
124.0,3595.0,56.3,74.1,55.3,88.5,41.8,13.98,85.1,31.7,31.9,32.0,32.3,-1,-0.6152218642764432,True
3.1,1036.0,3.1,12.8,6.8,90.3,41.7,13.91,85.1,31.6,31.7,31.9,32.3,-1,-0.6152031030107424,True
122.0,3712.0,58.4,78.9,56.3,89.6,41.6,13.92,84.9,32.3,31.7,32.3,31.8,-1,-0.6151840719570216,True
29.7,1351.0,6.8,10.0,12.2,89.3,43.5,13.98,85.1,31.7,32.4,32.1,32.4,-1,-0.6151525508359901,True
7.5,1030.0,2.9,8.0,6.3,88.8,42.8,13.9,85.1,31.6,32.3,31.6,32.1,-1,-0.615148270004127,True
8.3,1092.0,1.8,7.8,5.2,89.4,41.6,13.98,85.1,31.8,32.1,32.3,31.6,-1,-0.6151477320713618,True
119.1,3742.0,59.1,80.1,56.9,91.3,42.7,13.95,85.1,32.3,31.9,32.3,32.3,-1,-0.6151314619830813,True
120.2,3713.0,58.2,79.4,57.5,90.1,43.3,13.92,84.9,31.7,31.7,32.2,32.3,-1,-0.6150799437169746,True
126.5,3740.0,60.4,81.1,59.4,90.0,42.0,13.9,85.1,32.0,32.2,32.3,31.8,-1,-0.6150147482412504,True
120.1,3784.0,58.5,78.3,55.1,88.9,43.2,13.98,85.1,32.1,31.7,32.3,32.1,-1,-0.6150093400217237,True
122.5,3762.0,59.8,81.0,55.8,90.4,41.8,13.9,84.9,31.7,32.3,31.8,31.8,-1,-0.6150010635972926,True
35.1,1606.0,8.4,15.3,12.2,88.9,41.8,13.91,85.1,31.6,31.6,31.8,32.0,-1,-0.614960906561848,True
26.7,1339.0,6.3,9.8,11.8,89.3,41.6,13.91,84.9,31.8,31.7,32.3,31.6,-1,-0.614946753493383,True
2.9,1090.0,1.7,14.1,6.8,88.6,43.5,13.9,84.9,31.7,32.3,32.1,32.3,-1,-0.6149081239615252,True
22.3,1819.0,18.2,30.2,17.1,88.6,43.1,13.93,85.1,32.3,32.4,32.3,31.6,-1,-0.6148970567220481,True
126.9,3608.0,56.0,77.5,53.6,89.7,43.5,13.92,85.1,32.1,32.2,32.4,31.7,-1,-0.6148927586952901,True
3.9,1028.0,3.4,12.0,5.5,88.6,43.3,13.99,85.0,31.9,31.6,32.3,32.2,-1,-0.6148736679857527,True
112.2,3686.0,53.1,73.1,50.3,88.8,42.2,13.91,85.1,32.3,31.9,32.2,32.4,-1,-0.614864616485078,True
1.4,1028.0,3.1,13.4,6.7,88.8,41.7,13.99,85.0,32.4,32.3,32.2,32.4,-1,-0.6148077209406981,True
6.1,1019.0,2.3,8.8,8.1,89.1,41.6,13.98,84.9,31.8,31.9,32.3,32.4,-1,-0.6147957656837548,True
109.0,3550.0,53.0,72.4,49.1,89.9,41.7,13.98,85.1,31.7,31.7,31.6,31.8,-1,-0.614736069044177,True
11.7,1088.0,2.2,9.2,8.1,91.1,43.3,13.9,85.1,32.4,31.8,31.9,32.4,-1,-0.6147326974691393,True
123.9,3718.0,60.2,81.5,55.9,90.8,42.5,13.94,84.9,32.2,32.0,31.6,32.4,-1,-0.614721727733757,True
124.4,3717.0,60.6,80.3,55.4,90.6,43.3,13.99,85.0,32.3,31.7,32.0,32.3,-1,-0.6146673960379458,True
120.6,3750.0,59.7,78.3,56.8,91.0,42.6,13.9,84.9,32.3,31.9,32.3,31.6,-1,-0.6146483087074919,True
122.1,3780.0,58.3,77.1,55.6,91.1,43.2,13.91,85.1,31.7,32.4,31.9,32.1,-1,-0.614542554420659,True
124.9,3223.0,42.0,62.6,49.4,88.7,43.4,13.99,85.1,31.7,32.3,31.7,32.3,-1,-0.614500470667026,True
6.2,1059.0,2.2,12.7,8.4,89.2,41.6,13.91,84.9,32.2,32.2,31.7,31.6,-1,-0.6144161984542184,True
122.7,3772.0,59.2,81.3,55.0,90.7,41.8,13.97,84.9,32.4,31.9,31.7,31.7,-1,-0.6144095688134931,True
124.4,3773.0,59.9,78.2,57.3,89.0,43.3,13.93,84.9,31.7,32.2,31.8,31.7,-1,-0.6142569729934175,True
123.5,3738.0,61.3,79.3,58.3,89.0,43.3,13.98,84.9,32.2,32.2,32.4,31.8,-1,-0.6142413386652826,True
0.1,1007.0,3.3,12.8,8.4,88.7,41.8,13.99,85.1,31.7,32.0,32.3,31.8,-1,-0.6142205017318881,True
7.8,1045.0,3.4,10.9,6.1,89.5,41.8,13.98,84.9,32.3,31.6,31.6,32.2,-1,-0.6141328565032624,True
125.8,3085.0,32.6,52.2,43.5,89.0,43.5,13.9,85.1,32.3,32.2,32.4,31.7,-1,-0.6140223044636258,True
117.0,3753.0,58.0,77.0,53.4,89.3,41.6,13.99,84.9,31.8,32.2,32.1,32.3,-1,-0.6140129500117372,True
126.6,3494.0,51.1,73.2,51.9,88.9,41.8,13.9,85.1,32.3,32.4,32.0,32.2,-1,-0.6139975651466684,True
10.2,1069.0,1.9,4.1,6.1,89.2,43.5,13.91,85.1,32.1,32.1,31.7,32.4,-1,-0.6139834232502248,True
9.6,1077.0,2.4,4.4,6.9,91.2,43.3,13.91,85.1,32.3,32.4,31.8,32.1,-1,-0.6139348729271179,True
6.5,1019.0,1.7,9.4,6.2,89.0,43.0,13.96,85.1,31.8,31.6,32.1,31.6,-1,-0.6139143588238882,True
118.8,3760.0,59.9,78.8,56.1,88.7,43.3,13.91,85.1,31.7,31.9,32.2,31.9,-1,-0.6139100077017083,True
123.9,3524.0,55.2,76.4,54.5,90.9,43.4,13.99,85.0,32.1,31.7,32.2,31.7,-1,-0.6138887925442152,True
123.9,3519.0,55.6,74.3,53.0,91.1,43.5,13.99,85.0,31.7,31.7,32.3,31.9,-1,-0.6138763941790579,True
124.1,3709.0,60.1,79.6,58.0,91.0,41.9,13.99,84.9,32.3,31.9,32.3,32.1,-1,-0.6138702899837275,True
125.1,3791.0,59.1,78.8,56.4,90.7,42.4,13.99,85.0,32.4,32.4,32.1,32.3,-1,-0.6138468557748594,True
12.0,1030.0,2.6,8.7,9.3,88.6,41.7,13.9,85.1,31.8,32.3,31.7,32.0,-1,-0.6138462424903149,True
25.7,1419.0,6.5,11.4,13.3,90.2,41.6,13.9,85.0,31.7,32.4,31.6,32.4,-1,-0.6138110739103777,True
123.2,3699.0,60.2,80.2,58.0,89.5,43.4,13.95,85.0,32.2,31.7,31.7,32.3,-1,-0.6137957764415775,True
11.8,1089.0,3.0,4.3,7.0,88.7,43.2,13.9,85.0,31.7,31.7,32.4,31.9,-1,-0.6137288714754519,True
12.9,1050.0,2.6,6.1,5.5,91.1,41.7,13.9,85.0,31.7,31.7,31.7,32.3,-1,-0.6137189261237228,True
7.9,1094.0,2.4,8.1,5.5,90.8,41.9,13.99,84.9,32.3,32.3,31.8,31.6,-1,-0.6136930839057047,True
2.7,1028.0,2.3,12.6,5.7,91.4,42.9,13.93,85.1,32.2,31.6,31.6,32.1,-1,-0.6136912631074931,True
117.1,3736.0,54.9,75.7,52.6,89.5,41.8,13.9,85.1,32.3,31.8,32.3,31.9,-1,-0.613670671038139,True
0.9,1046.0,2.4,11.0,7.4,91.3,41.6,13.9,85.0,31.7,32.1,31.8,32.4,-1,-0.6136502160258626,True
125.7,3560.0,56.5,75.1,55.5,91.3,42.2,13.92,84.9,32.3,31.8,31.9,32.4,-1,-0.6136204072441445,True
5.9,1018.0,3.2,6.4,7.4,90.9,41.6,13.9,85.1,31.7,32.0,32.0,32.1,-1,-0.6136079347910889,True
121.7,3723.0,61.6,79.6,55.8,90.4,42.1,13.96,85.1,32.3,31.6,32.2,32.1,-1,-0.6135479716431681,True
117.8,3793.0,55.1,74.8,52.3,89.4,42.0,13.9,84.9,32.3,31.7,31.8,31.7,-1,-0.6135444907376775,True
3.5,1099.0,3.1,12.3,6.5,88.6,42.2,13.96,85.1,32.3,31.7,32.3,32.2,-1,-0.6135328328139603,True
4.5,1063.0,2.5,10.0,8.3,90.2,43.3,13.9,85.1,31.6,31.9,32.3,32.3,-1,-0.6135265771172785,True
108.2,3478.0,49.6,69.3,47.8,89.0,43.5,13.93,85.0,32.3,31.6,31.7,32.4,-1,-0.6135057259978287,True
12.1,1087.0,3.5,5.2,8.4,89.6,41.8,13.95,85.1,31.9,31.6,32.3,31.7,-1,-0.6134930133068078,True
112.4,3685.0,53.5,74.0,53.3,89.6,42.1,13.95,85.1,31.7,31.6,31.8,31.6,-1,-0.6134856667971397,True
27.6,1408.0,6.6,12.2,12.8,88.8,43.3,13.94,84.9,31.6,32.2,31.7,32.4,-1,-0.6134629252223149,True
1.3,1082.0,3.0,13.6,8.3,88.8,43.5,13.91,85.1,31.8,31.8,32.0,32.3,-1,-0.6134313461562333,True
115.2,3744.0,57.5,74.9,54.8,90.4,43.2,13.91,85.1,32.2,32.4,32.2,31.7,-1,-0.6134301529507186,True
1.2,1083.0,3.5,10.7,7.5,89.1,41.6,13.99,85.1,32.0,32.2,32.4,32.0,-1,-0.6133907376300444,True
3.8,1037.0,3.0,14.3,5.4,90.6,43.5,13.99,85.1,31.9,32.3,32.4,32.3,-1,-0.6133838023301087,True
12.5,1416.0,9.8,21.4,14.0,89.2,41.6,13.9,85.1,31.7,32.2,31.7,32.2,-1,-0.6133415941818247,True
3.5,1014.0,3.0,14.4,7.4,91.3,43.5,13.94,85.0,32.3,31.6,32.3,31.6,-1,-0.6133140919028215,True
11.5,1038.0,1.7,9.6,6.0,90.6,41.6,13.98,84.9,31.7,32.0,32.4,32.2,-1,-0.6132711952551878,True
122.9,3793.0,60.1,78.4,55.1,91.1,41.7,13.95,85.0,31.8,32.3,32.4,31.8,-1,-0.6132667134982822,True
110.5,3641.0,53.0,72.0,50.1,91.2,41.7,13.9,85.1,32.2,31.9,32.3,31.7,-1,-0.6132476252538264,True
114.1,3784.0,55.5,75.5,51.6,90.2,42.0,13.91,85.1,31.7,32.3,32.3,32.4,-1,-0.6131569831872765,True
19.8,1327.0,5.5,9.9,11.9,88.5,41.6,13.92,85.1,32.3,31.6,31.9,32.0,-1,-0.6131312006675175,True
12.5,1060.0,3.2,5.9,7.4,89.4,41.9,13.99,85.1,31.6,32.4,31.7,32.3,-1,-0.6131151930884874,True
119.4,3715.0,58.3,79.6,56.2,89.5,43.1,13.9,84.9,32.0,32.4,31.9,31.6,-1,-0.6131131151267586,True
1.4,1041.0,3.4,11.6,6.4,88.5,41.7,13.98,85.0,31.7,31.7,31.7,31.7,-1,-0.6129591293296613,True
121.3,3790.0,60.4,79.8,57.5,88.5,43.4,13.98,85.0,31.9,32.2,32.4,31.7,-1,-0.6129233403268748,True
110.9,3640.0,54.9,72.6,52.0,90.6,42.0,13.9,85.0,31.6,32.1,32.4,32.4,-1,-0.6129153007487081,True
121.5,3766.0,59.3,79.1,56.6,88.9,42.6,13.92,85.1,32.2,32.3,32.1,31.7,-1,-0.6127878784136059,True
11.5,1373.0,8.4,19.0,9.8,89.8,41.9,13.93,85.1,32.2,31.6,32.4,32.2,-1,-0.6127878579929197,True
7.1,1019.0,2.1,8.9,5.7,88.9,42.9,13.91,85.1,31.6,32.2,32.3,31.7,-1,-0.6127562118891167,True
115.9,3749.0,57.0,76.4,55.8,88.5,43.5,13.93,84.9,31.7,32.2,32.2,32.3,-1,-0.612736707889012,True
2.8,1089.0,2.6,13.8,7.4,88.9,41.9,13.9,85.1,32.3,31.7,31.6,32.0,-1,-0.6127314310296403,True
10.2,1013.0,1.6,5.3,4.6,90.9,41.6,13.95,85.1,32.0,32.1,32.4,31.7,-1,-0.6127014230120383,True
16.6,1042.0,3.9,8.7,9.7,88.7,43.0,13.96,85.1,31.6,32.4,31.9,31.6,-1,-0.6126854598344241,True
1.1,1081.0,3.0,14.2,5.3,88.5,41.6,13.92,85.1,32.4,31.9,31.9,32.2,-1,-0.612677456883566,True
120.5,3763.0,57.2,77.3,54.4,88.8,42.8,13.98,84.9,31.6,31.8,31.6,32.1,-1,-0.6126753523317514,True
20.1,1201.0,5.4,7.2,9.5,88.6,42.0,13.99,85.1,32.1,32.4,31.8,31.7,-1,-0.6126715619940729,True
5.2,1055.0,2.9,10.2,4.8,88.7,42.7,13.9,84.9,32.4,31.6,32.1,32.2,-1,-0.6125923896078126,True
120.5,3752.0,58.1,79.4,55.7,89.9,42.9,13.92,85.1,31.9,32.3,32.4,31.8,-1,-0.6125816074931139,True
121.7,3751.0,59.4,77.3,57.4,89.3,43.5,13.9,84.9,32.1,32.1,32.3,31.7,-1,-0.6125734386128383,True
5.8,1091.0,2.7,12.9,8.3,88.7,42.0,13.98,85.1,32.1,32.2,32.4,32.3,-1,-0.612534298015427,True
110.1,3658.0,54.2,73.0,50.3,90.5,43.2,13.99,84.9,31.6,32.4,32.3,31.9,-1,-0.612527038049008,True
123.5,3723.0,59.5,81.3,54.9,88.7,42.0,13.99,84.9,32.0,32.0,32.2,32.3,-1,-0.6124667799658254,True
25.9,1380.0,5.8,10.2,9.9,88.8,41.7,13.93,85.1,32.2,31.6,32.3,31.9,-1,-0.6124384640591359,True
11.1,1387.0,9.2,20.5,12.4,88.7,42.2,13.92,84.9,31.6,32.3,31.6,31.7,-1,-0.6123985363782246,True
118.5,3784.0,55.4,74.0,53.5,91.0,43.3,13.94,85.1,31.7,31.6,32.3,32.1,-1,-0.6123771064741774,True
2.6,1031.0,2.9,10.4,7.6,90.5,41.9,13.9,84.9,31.9,32.3,32.3,32.4,-1,-0.6123582033534292,True
9.4,1050.0,3.3,11.3,6.1,89.3,43.2,13.98,85.1,31.9,31.6,31.8,32.3,-1,-0.6123578774280667,True
119.8,3754.0,57.5,77.9,56.5,89.1,41.7,13.92,84.9,32.2,32.3,32.1,32.4,-1,-0.6123447216332104,True
1.8,1021.0,3.5,14.3,5.0,88.7,43.5,13.97,85.1,32.4,31.9,32.3,31.8,-1,-0.6123318992326574,True
49.5,1625.0,10.2,19.7,18.1,90.4,42.0,13.98,85.1,32.3,31.7,31.6,32.4,-1,-0.612307893976928,True
119.9,3778.0,58.2,77.6,54.4,88.6,42.6,13.91,85.1,31.7,31.6,31.8,32.0,-1,-0.6122940827815558,True
107.6,3614.0,52.1,70.5,49.3,89.3,43.0,13.94,85.1,32.4,32.1,32.4,32.3,-1,-0.61228431528172,True
4.8,1007.0,3.3,8.9,8.2,91.3,42.2,13.98,85.0,31.8,31.6,32.4,31.8,-1,-0.6122569346585247,True
34.3,1615.0,7.6,12.8,12.7,88.8,41.9,13.99,85.0,31.7,31.8,31.8,32.4,-1,-0.6122423575946498,True
123.9,3705.0,59.4,81.1,57.0,90.8,42.7,13.92,85.0,32.3,32.4,32.3,31.7,-1,-0.6122355199049341,True
119.1,3710.0,58.6,79.5,56.6,91.3,42.9,13.9,85.0,31.7,31.8,32.0,32.4,-1,-0.6122303400379252,True
24.2,1326.0,5.0,10.8,11.1,88.8,41.7,13.98,85.0,32.4,32.4,31.7,31.7,-1,-0.6122262599987285,True
111.1,3558.0,52.3,69.4,51.7,88.7,43.0,13.9,85.0,32.1,31.7,32.3,32.4,-1,-0.6122204673694158,True
122.2,3768.0,59.8,80.5,55.4,89.7,42.6,13.98,84.9,31.7,32.2,31.7,32.4,-1,-0.612210121070382,True
6.3,1057.0,3.3,10.4,4.8,91.0,41.9,13.99,85.1,32.2,31.8,32.4,31.8,-1,-0.6121292757260145,True
123.9,3696.0,61.1,79.3,57.1,91.0,42.6,13.99,84.9,31.6,31.7,32.2,31.9,-1,-0.6121192998504354,True
117.5,3782.0,58.8,78.8,55.7,90.8,42.2,13.91,84.9,32.2,31.7,32.3,31.8,-1,-0.6120454006673348,True
14.8,1033.0,3.2,6.0,10.2,89.6,43.2,13.9,85.0,31.6,32.3,32.3,32.4,-1,-0.6120070927584492,True
